PRODUCTION DATE,Field Name,WELL_BORE_CODE,N_WELL_BORE_CODE,WellBore Name,FLOW_KIND,WELL_TYPE,Downhole Pressure (PSI),Downhole Temperature (Kelvin),Average Tubing Pressure,Annulus Pressure (PSI),AVG WHP (PSI),Choke Size,Oil Production (stb/day),Gas Volume (scf/day),Water Production (stb/day)
2015-12-08,DSEAT,DSEAT-001-F-11 H,106.0,001-F-11,production,OP,3218.913749,379.1542863,2753.187005,154.5449361,465.7267446,4.582578333,19607.170519494917,16274373.548921,10983.551451594838
2015-12-09,DSEAT,DSEAT-001-F-1 C,105.0,001-F-1 C,production,OP,3010.037871,381.3422864,2673.866676,0.0,336.1711949,7.709447011,17472.472419100864,14035384.759568,4256.7931155400265
2015-12-09,DSEAT,DSEAT-001-F-15 D,109.0,001-F-15 D,production,OP,3543.180925,379.196989,2823.477795,302.3738254,719.7031296,23.26048104,4082.9806798146737,3464801.364957,16136.728544319563
2015-12-09,DSEAT,DSEAT-001-F-12 H,107.0,001-F-12,production,OP,0.0,273.15,405.1086045,275.8899256,405.1086045,1.372199156,14939.105973898806,11710610.023191,16976.832332451217
2015-12-09,DSEAT,DSEAT-001-F-14 H,108.0,001-F-14,production,OP,3961.88454,372.6699111,3481.65387,191.0310797,480.2306699,5.506540976,2134.6651727048975,1853542.888417,24950.958077749074
2015-12-09,DSEAT,DSEAT-001-F-11 H,106.0,001-F-11,production,OP,3415.554607,378.9799003,2862.00761,150.7617893,553.5469973,10.91879924,20043.88287585241,16569262.107259,4959.061089997077
2015-12-10,DSEAT,DSEAT-001-F-14 H,108.0,001-F-14,production,OP,3889.848067,372.7181304,3457.189757,201.7791967,432.6583104,3.648727708,4801.590936611233,4025855.543449,7501.881420249971
2015-12-10,DSEAT,DSEAT-001-F-1 C,105.0,001-F-1 C,production,OP,3197.89786,377.06367,2270.18148,0.0,927.71638,37.69462,19121.57749674966,15941240.226219,11343.082646480065
2015-12-10,DSEAT,DSEAT-001-F-12 H,107.0,001-F-12,production,OP,0.0,273.15,394.3287748,279.6730094,394.3287748,0.848635417,17586.74535529886,14806177.993317,7464.964351628216
2015-12-10,DSEAT,DSEAT-001-F-15 D,109.0,001-F-15 D,production,OP,3366.02378,379.9079223,2846.676105,276.5429669,519.3476751,9.552163125,4879.579397001685,4076269.659120,7465.517262656629
2015-12-10,DSEAT,DSEAT-001-F-11 H,106.0,001-F-11,production,OP,3318.737833,379.1291163,2795.880424,154.724138,522.8574092,9.536614167,11895.490643693454,10181887.635354,385.07891319224154
2015-12-11,DSEAT,DSEAT-001-F-14 H,108.0,001-F-14,production,OP,3876.513342,372.7145565,3454.284733,202.2535219,422.2286084,2.790814583,3271.686888005146,2706654.634929,2246.8695220229815
2015-12-11,DSEAT,DSEAT-001-F-15 D,109.0,001-F-15 D,production,OP,3302.922532,379.9099081,2837.682087,280.8196059,465.2404448,5.660454167,1909.8951360441172,1666792.073810,25880.650903617297
2015-12-11,DSEAT,DSEAT-001-F-1 C,105.0,001-F-1 C,production,OP,3280.402715,376.31542,2314.837855,0.0,965.56486,40.13406,16618.850275990717,13606778.158370,502.9333530669917
2015-12-11,DSEAT,DSEAT-001-F-11 H,106.0,001-F-11,production,OP,3266.533033,379.1620108,2776.944004,155.2362267,489.5890291,7.06209,14563.438802380086,11779610.440895,15847.701501162921
2015-12-11,DSEAT,DSEAT-001-F-12 H,107.0,001-F-12,production,OP,0.0,273.15,392.8965313,281.4253344,392.8965313,0.60866125,18987.80780649493,16204555.513447,11425.731962294194
2015-12-12,DSEAT,DSEAT-001-F-15 D,109.0,001-F-15 D,production,OP,3277.858137,379.8367242,2817.788568,264.842793,460.0695696,5.287494375,3396.039332405094,2647166.968878,7533.326723412493
2015-12-12,DSEAT,DSEAT-001-F-14 H,108.0,001-F-14,production,OP,3864.096877,372.7288954,3451.893013,204.232645,412.2038643,2.081040625,5179.211970879143,3713476.097477,1070.2206887344305
2015-12-12,DSEAT,DSEAT-001-F-1 C,105.0,001-F-1 C,production,OP,3352.478155,375.83904,2351.11033,0.0,1001.367825,42.57012,15342.178337874719,12239958.949132,17706.904437188346
2015-12-12,DSEAT,DSEAT-001-F-12 H,107.0,001-F-12,production,OP,0.0,273.15,391.0490047,282.2352289,391.0490047,0.435268125,19562.5557629107,15959290.260830,5951.436548285895
2015-12-12,DSEAT,DSEAT-001-F-11 H,106.0,001-F-11,production,OP,3228.48087,379.1818125,2763.784224,155.9451407,464.6966465,5.292669792,20098.582257267528,16504655.331245,4819.53060405544
2015-12-13,DSEAT,DSEAT-001-F-15 D,109.0,001-F-15 D,production,OP,3235.107709,379.8075644,2787.787862,269.0129054,447.3198465,4.472288542,4350.635971795733,3484189.182766,2706.646606621734
2015-12-13,DSEAT,DSEAT-001-F-11 H,106.0,001-F-11,production,OP,3217.367681,379.1792177,2760.880424,155.5987659,456.487257,4.807666042,14588.707969233254,11983668.099326,15377.055360918936
2015-12-13,DSEAT,DSEAT-001-F-14 H,108.0,001-F-14,production,OP,3861.845474,372.7220075,3451.166276,203.7621804,410.6791983,2.03840125,3745.819571480889,3195474.113436,16707.679054214044
2015-12-13,DSEAT,DSEAT-001-F-1 C,105.0,001-F-1 C,production,OP,3413.317255,375.42907,2360.633495,0.0,1052.68376,46.19139,19075.151957991788,15908910.134263,11262.940944959428
2015-12-13,DSEAT,DSEAT-001-F-12 H,107.0,001-F-12,production,OP,0.0,273.15,390.5213346,281.7453675,390.5213346,0.482358542,11274.376384577894,9323064.254648,436.87187407303963
2015-12-14,DSEAT,DSEAT-001-F-15 D,109.0,001-F-15 D,production,OP,3187.49569,379.7566023,2742.319179,267.1795526,445.1765108,4.400278125,1963.2238196327662,1758351.012794,25530.707026814005
2015-12-14,DSEAT,DSEAT-001-F-11 H,106.0,001-F-11,production,OP,3214.77805,379.1675833,2760.647964,155.1378411,454.1300856,4.721590417,19388.89775043241,16376870.608684,10893.676372165883
2015-12-14,DSEAT,DSEAT-001-F-14 H,108.0,001-F-14,production,OP,3859.843193,372.7090417,3451.18454,202.3891331,408.6586535,1.979001458,2134.5524618192485,1855070.045535,25114.55187882111
2015-12-14,DSEAT,DSEAT-001-F-12 H,107.0,001-F-12,production,OP,0.0,273.15,392.5556181,280.7044397,392.5556181,0.699672917,14989.630206494412,11851336.456812,17073.03009274275
2015-12-14,DSEAT,DSEAT-001-F-1 C,105.0,001-F-1 C,production,OP,3480.34771,375.06005,2340.74341,0.0,1139.6043,52.27252,14799.552112018198,12027772.386024,416.8234334304706
2015-12-15,DSEAT,DSEAT-001-F-12 H,107.0,001-F-12,production,OP,0.0,273.15,391.5717599,278.7775226,391.5717599,0.723797083,19075.229832980705,16163423.949594,11430.900252581692
2015-12-15,DSEAT,DSEAT-001-F-14 H,108.0,001-F-14,production,OP,3857.303693,372.7031873,3450.844584,201.1091275,406.4591093,1.925704167,4727.600831041923,4026317.872546,7576.8134977089185
2015-12-15,DSEAT,DSEAT-001-F-1 C,105.0,001-F-1 C,production,OP,3546.64374,374.68365,2281.28993,0.0,1265.35381,61.04775,17336.93136086084,13920210.299277,4247.755737746613
2015-12-15,DSEAT,DSEAT-001-F-15 D,109.0,001-F-15 D,production,OP,3174.551313,379.6995152,2720.636021,236.233861,453.9152923,5.111390417,3915.208371419124,3319729.964784,16140.620590480876
2015-12-15,DSEAT,DSEAT-001-F-11 H,106.0,001-F-11,production,OP,3212.285733,379.1569221,2759.858397,154.0871077,452.4273355,4.688619375,12115.260950363227,10225185.728682,407.66745380479415
2015-12-16,DSEAT,DSEAT-001-F-1 C,105.0,001-F-1 C,production,OP,3674.50416,374.76528,2286.053035,0.0,1388.451125,69.57245,21689.413128265624,17369263.273460,3879.7066121678595
2015-12-16,DSEAT,DSEAT-001-F-12 H,107.0,001-F-12,production,OP,0.0,273.15,391.8405204,277.0637163,391.8405204,0.780747708,17524.11318688205,14600745.232999,7937.166509647502
2015-12-16,DSEAT,DSEAT-001-F-15 D,109.0,001-F-15 D,production,OP,3165.61703,379.6611119,2705.625029,213.9490074,459.9920006,5.572728958,4849.1025019246845,4003927.210169,7621.488573805735
2015-12-16,DSEAT,DSEAT-001-F-14 H,108.0,001-F-14,production,OP,3855.698688,372.6990263,3450.381847,200.2853734,405.3168416,1.885365,3223.4332300694505,2680943.488931,2324.58285227103
2015-12-16,DSEAT,DSEAT-001-F-11 H,106.0,001-F-11,production,OP,3211.450623,379.1450898,2759.800805,152.9492142,451.6498183,4.671674167,19334.148872889506,15601743.001550,5170.510924587394
2015-12-17,DSEAT,DSEAT-001-F-11 H,106.0,001-F-11,production,OP,3211.226432,379.1340373,2761.226644,153.4096526,449.9997878,4.585007708,14398.511144063634,11970451.479716,14815.789868370204
2015-12-17,DSEAT,DSEAT-001-F-12 H,107.0,001-F-12,production,OP,0.0,273.15,391.5403976,277.9428633,391.5403976,0.773684792,15157.162193905215,11933580.701717,17141.220377571135
2015-12-17,DSEAT,DSEAT-001-F-1 C,105.0,001-F-1 C,production,OP,3801.586655,374.72032,2334.96197,0.0,1466.624685,74.99936,15159.501540447798,12008649.747235,17827.22765714412
2015-12-17,DSEAT,DSEAT-001-F-14 H,108.0,001-F-14,production,OP,3854.141292,372.6955037,3449.022082,201.470099,405.1192096,1.883038125,3212.265645175727,2605105.703734,2489.376419044635
2015-12-17,DSEAT,DSEAT-001-F-15 D,109.0,001-F-15 D,production,OP,3167.835113,379.634291,2705.806898,196.7048915,462.0282145,5.733817083,4026.3745500099203,3406274.591919,16124.863632345227
2015-12-18,DSEAT,DSEAT-001-F-11 H,106.0,001-F-11,production,OP,3211.432583,379.1239069,2762.754023,152.7023909,448.6785599,4.511291458,19458.23083020726,16317640.802745,10788.817666935369
2015-12-18,DSEAT,DSEAT-001-F-14 H,108.0,001-F-14,production,OP,3852.602796,372.6905956,3447.708908,200.9849471,404.8938886,1.88383125,2151.877468404026,1878406.214907,24969.76201745411
2015-12-18,DSEAT,DSEAT-001-F-12 H,107.0,001-F-12,production,OP,0.0,273.15,392.0168797,276.6060147,392.0168797,0.830044375,17609.66671365139,14512806.622076,7837.38510156685
2015-12-18,DSEAT,DSEAT-001-F-1 C,105.0,001-F-1 C,production,OP,3878.08967,374.6184,2363.7871,0.0,1514.30257,78.327,14782.198881035829,11791920.632784,18017.29085928694
2015-12-18,DSEAT,DSEAT-001-F-15 D,109.0,001-F-15 D,production,OP,3167.958314,379.6218098,2706.341933,186.8824495,461.6163813,5.738563542,3917.590895103477,2929214.337998,5302.599800933764
2015-12-19,DSEAT,DSEAT-001-F-11 H,106.0,001-F-11,production,OP,3211.591603,379.1224071,2764.595164,152.4672916,446.9964391,4.443253333,11999.946749380168,9948763.821231,375.6534341370561
2015-12-19,DSEAT,DSEAT-001-F-1 C,105.0,001-F-1 C,production,OP,3928.764415,374.51559,2383.161855,0.0,1545.60256,80.51006,17363.569717603197,13775992.438506,4340.719596201806
2015-12-19,DSEAT,DSEAT-001-F-14 H,108.0,001-F-14,production,OP,3850.857498,372.6897923,3447.586353,200.6501934,403.2711453,1.835355625,4979.673197219828,3710174.160479,1106.1729487429443
2015-12-19,DSEAT,DSEAT-001-F-12 H,107.0,001-F-12,production,OP,0.0,273.15,390.8303477,275.8908203,390.8303477,0.796833958,19701.30221289388,16004281.994849,5875.644356078658
2015-12-19,DSEAT,DSEAT-001-F-15 D,109.0,001-F-15 D,production,OP,3172.602988,379.6063362,2710.35775,175.2608143,462.2452372,5.82093875,4791.197508907652,3964771.895459,7500.185700199833
2015-12-20,DSEAT,DSEAT-001-F-11 H,106.0,001-F-11,production,OP,3212.482223,379.1164402,2767.257188,152.067445,445.2250345,4.364737292,19835.504120785707,16080985.131805,4563.990928852314
2015-12-20,DSEAT,DSEAT-001-F-14 H,108.0,001-F-14,production,OP,3848.653477,372.6893369,3446.097423,200.2906961,402.5560536,1.821363958,3793.0148071423823,3207248.445172,16765.487673772015
2015-12-20,DSEAT,DSEAT-001-F-1 C,105.0,001-F-1 C,production,OP,3970.450465,374.42588,2398.516195,0.0,1571.93427,82.36431,21736.554940930662,17387675.669813,3773.7219580723954
2015-12-20,DSEAT,DSEAT-001-F-15 D,109.0,001-F-15 D,production,OP,3172.771659,379.597699,2713.354997,168.5855157,459.4166618,5.65066625,1961.6974975988642,1718152.711860,25284.926754931785
2015-12-20,DSEAT,DSEAT-001-F-12 H,107.0,001-F-12,production,OP,0.0,273.15,390.2037453,274.943786,390.2037453,0.7934875,19102.86761351166,16222206.815110,11448.48062556911
2015-12-21,DSEAT,DSEAT-001-F-14 H,108.0,001-F-14,production,OP,3847.519897,372.6853742,3445.341738,199.4260128,402.1781595,1.818689792,4765.79300559996,4029941.942522,7553.739868711648
2015-12-21,DSEAT,DSEAT-001-F-15 D,109.0,001-F-15 D,production,OP,3168.21001,379.5944044,2710.779737,166.3549807,457.4302735,5.541562083,3075.4431548652565,2517340.767468,10374.44615700231
2015-12-21,DSEAT,DSEAT-001-F-1 C,105.0,001-F-1 C,production,OP,4011.034515,374.34399,2413.362455,0.0,1597.67206,84.15921,19102.612014041813,15033832.785426,6348.557404515015
2015-12-21,DSEAT,DSEAT-001-F-11 H,106.0,001-F-11,production,OP,3214.450012,379.1091321,2769.711631,151.5265406,444.7383813,4.368378542,20512.368106849437,16767284.160180,4460.565931272986
2015-12-21,DSEAT,DSEAT-001-F-12 H,107.0,001-F-12,production,OP,0.0,273.15,389.8631343,273.6333727,389.8631343,0.785644167,11124.109087304843,9273239.995004,439.72111990480204
2015-12-22,DSEAT,DSEAT-001-F-12 H,107.0,001-F-12,production,OP,0.0,273.15,389.6620616,273.4758332,389.6620616,0.759954583,19629.734670727008,15987135.080901,5857.902240684325
2015-12-22,DSEAT,DSEAT-001-F-15 D,109.0,001-F-15 D,production,OP,3166.484205,379.5882696,2712.305088,164.3789449,454.1791168,5.294915833,1936.2247913617098,1729389.228585,24662.594134771934
2015-12-22,DSEAT,DSEAT-001-F-11 H,106.0,001-F-11,production,OP,3216.275683,379.103075,2772.461408,151.4739358,443.8142751,4.287079167,14238.843897522402,11704014.612037,14766.678960673136
2015-12-22,DSEAT,DSEAT-001-F-1 C,105.0,001-F-1 C,production,OP,4048.830215,374.26759,2426.9839,0.0,1621.846315,85.81247,19154.94141851085,15823354.084472,11287.253602831686
2015-12-22,DSEAT,DSEAT-001-F-14 H,108.0,001-F-14,production,OP,3847.23035,372.6806094,3444.976591,199.4530523,402.2537589,1.814767708,3838.756091484254,3208794.668405,16885.436907215033
2015-12-23,DSEAT,DSEAT-001-F-11 H,106.0,001-F-11,production,OP,3212.208598,379.100247,2772.019807,150.8894434,440.1887911,4.338958298,19725.888361344598,15881242.792714,4491.85485187036
2015-12-23,DSEAT,DSEAT-001-F-15 D,109.0,001-F-15 D,production,OP,3162.182225,379.5854721,2711.518939,161.5111623,450.6632856,5.40108766,4741.384990070309,3911557.276945,7506.3527770401715
2015-12-23,DSEAT,DSEAT-001-F-1 C,105.0,001-F-1 C,production,OP,4083.817845,374.19879,2438.93161,0.0,1644.886235,87.7359,14567.621054744921,11669780.072338,18255.30785186138
2015-12-23,DSEAT,DSEAT-001-F-12 H,107.0,001-F-12,production,OP,0.0,273.15,386.11586,272.544539,386.11586,0.813155957,11035.006019697259,9161965.844467,458.458379055708
2015-12-23,DSEAT,DSEAT-001-F-14 H,108.0,001-F-14,production,OP,3841.997014,372.6859467,3443.711427,198.9624133,398.2855866,1.831657021,4801.885455365931,4043964.944585,7589.178472421201
2015-12-24,DSEAT,DSEAT-001-F-1 C,105.0,001-F-1 C,production,OP,4117.31531,374.13334,2450.02295,0.0,1667.29236,89.37185,17303.65634973941,13726493.918369,4286.601048839258
2015-12-24,DSEAT,DSEAT-001-F-12 H,107.0,001-F-12,production,OP,0.0,273.15,384.8889848,271.9900273,384.8889848,0.814056458,15235.5700149433,11988394.121197,17116.456610149242
2015-12-24,DSEAT,DSEAT-001-F-11 H,106.0,001-F-11,production,OP,3212.542887,379.0945531,2773.974513,150.3271097,438.5683745,4.314351458,19820.192853614342,16197822.644731,5054.371553859971
2015-12-24,DSEAT,DSEAT-001-F-14 H,108.0,001-F-14,production,OP,3840.256451,372.6852692,3443.736793,198.3032959,396.5196583,1.796266875,3191.126252129617,2588081.606868,2751.6140469438665
2015-12-24,DSEAT,DSEAT-001-F-15 D,109.0,001-F-15 D,production,OP,3147.783546,379.5931188,2701.674525,249.9460519,446.1090209,5.17912875,3916.3383388185825,3298451.727493,16007.35540670055
2015-12-25,DSEAT,DSEAT-001-F-12 H,107.0,001-F-12,production,OP,0.0,273.15,381.2446273,272.4853624,381.2446273,0.563214583,19127.101778547134,16253010.883409,11413.361596060673
2015-12-25,DSEAT,DSEAT-001-F-1 C,105.0,001-F-1 C,production,OP,4148.087065,374.07447,2460.15613,0.0,1687.930935,90.80319,21696.64128322159,17240738.949170,3719.142836008155
2015-12-25,DSEAT,DSEAT-001-F-11 H,106.0,001-F-11,production,OP,3214.850439,379.0874849,2777.407603,150.786842,437.4428366,4.255823191,19433.751753748104,16210927.693034,10677.971762363133
2015-12-25,DSEAT,DSEAT-001-F-14 H,108.0,001-F-14,production,OP,3839.744903,372.6836021,3442.408282,199.3170302,397.3366216,1.865787708,2150.9108939036682,1885756.838178,24880.527071424454
2015-12-25,DSEAT,DSEAT-001-F-15 D,109.0,001-F-15 D,production,OP,3130.256466,379.5996154,2692.272118,301.0161394,437.9843477,4.610602292,4739.5130533881675,3930517.532608,7413.365537088158
2015-12-26,DSEAT,DSEAT-001-F-12 H,107.0,001-F-12,production,OP,0.0,273.15,381.9869699,271.9605379,381.9869699,0.652355625,17496.652529909086,14458037.338143,7760.369749975138
2015-12-26,DSEAT,DSEAT-001-F-14 H,108.0,001-F-14,production,OP,3838.81313,372.6811271,3441.863118,199.5578692,396.9500123,1.879192292,4988.983838423854,3664102.072067,1135.7706490006285
2015-12-26,DSEAT,DSEAT-001-F-15 D,109.0,001-F-15 D,production,OP,3108.728304,379.610889,2677.236162,306.8000504,431.4921419,4.177164375,3023.9558811014067,2550296.909786,10330.06820161517
2015-12-26,DSEAT,DSEAT-001-F-1 C,105.0,001-F-1 C,production,OP,4177.560055,374.01851,2470.006705,0.0,1707.55335,92.15967,19144.713861896762,15747412.001658,11281.414354087223
2015-12-26,DSEAT,DSEAT-001-F-11 H,106.0,001-F-11,production,OP,3216.1666,379.0801323,2779.596755,150.408494,436.5698455,4.232423333,11661.38782693201,9872928.675331,361.40827722217585
2015-12-27,DSEAT,DSEAT-001-F-11 H,106.0,001-F-11,production,OP,3221.54736,379.0741551,2784.575163,149.6636874,436.9721974,4.122711277,19774.593989987738,15785462.034325,4416.781822946229
2015-12-27,DSEAT,DSEAT-001-F-1 C,105.0,001-F-1 C,production,OP,4204.229615,373.96558,2477.814955,0.0,1726.41466,93.44714,20669.705133280604,16070138.816843,3902.905074844345
2015-12-27,DSEAT,DSEAT-001-F-14 H,108.0,001-F-14,production,OP,3840.286512,372.6785592,3442.148825,198.0964806,398.1376861,1.820925208,2224.4341907033513,1996837.945042,25123.389576435704
2015-12-27,DSEAT,DSEAT-001-F-12 H,107.0,001-F-12,production,OP,0.0,273.15,383.4630457,270.5703081,383.4630457,0.621479792,3785.6122258627893,3105868.232286,15469.293994531397
2015-12-27,DSEAT,DSEAT-001-F-15 D,109.0,001-F-15 D,production,OP,3102.464654,379.6062056,2675.388019,299.3749569,427.0766351,3.83017375,1917.794997502845,1669486.051776,24865.97718678623
2015-12-28,DSEAT,DSEAT-001-F-11 H,106.0,001-F-11,production,OP,3220.824665,379.0699302,2785.295344,149.3562443,435.529321,4.17352234,20016.996554127163,16143238.465542,5052.508084752398
2015-12-28,DSEAT,DSEAT-001-F-1 C,105.0,001-F-1 C,production,OP,4227.51038,373.91586,2485.182985,0.0,1742.327395,94.57904,21791.854022524538,17338224.411536,3659.2647659195372
2015-12-28,DSEAT,DSEAT-001-F-12 H,107.0,001-F-12,production,OP,0.0,273.15,383.575821,270.5578046,383.575821,0.783504043,5846.477365434067,4671382.933395,827.6389047731857
2015-12-28,DSEAT,DSEAT-001-F-15 D,109.0,001-F-15 D,production,OP,3070.569587,379.6270379,2651.413472,311.3643864,419.1561153,3.339339574,3977.9170884683463,3359720.798301,16105.512459934209
2015-12-28,DSEAT,DSEAT-001-F-14 H,108.0,001-F-14,production,OP,3838.150454,372.6788796,3442.809206,198.0499653,395.3412474,1.790803617,4965.567006137603,3737144.008629,1094.3081662961079
2015-12-29,DSEAT,DSEAT-001-F-11 H,106.0,001-F-11,production,OP,3222.323865,379.0654737,2787.500611,148.423598,434.8232541,4.119116042,11479.400890260093,9749048.856639,311.03683096358156
2015-12-29,DSEAT,DSEAT-001-F-1 C,105.0,001-F-1 C,production,OP,4248.34688,373.86885,2491.361725,0.0,1756.985155,95.58303,19159.477550958312,15792968.314082,11265.00127640734
2015-12-29,DSEAT,DSEAT-001-F-12 H,107.0,001-F-12,production,OP,0.0,273.15,384.3241735,269.31459,384.3241735,0.828029375,2479.527791010551,2032240.875308,8633.429924697377
2015-12-29,DSEAT,DSEAT-001-F-14 H,108.0,001-F-14,production,OP,3837.765916,372.6789131,3442.729034,197.5464352,395.0368823,1.750299792,3848.34534779996,3245398.016954,16822.769142682744
2015-12-29,DSEAT,DSEAT-001-F-15 D,109.0,001-F-15 D,production,OP,3053.355903,379.631754,2642.92396,309.4833902,410.4319431,2.734534583,2971.350201214183,2554420.291643,10348.313794868134
2015-12-30,DSEAT,DSEAT-001-F-12 H,107.0,001-F-12,production,OP,0.0,273.15,385.3337542,268.7808752,385.3337542,0.8879625,4198.6939061366975,3547864.125836,6535.014270087277
2015-12-30,DSEAT,DSEAT-001-F-15 D,109.0,001-F-15 D,production,OP,3044.503435,379.6316777,2640.416747,303.9091854,404.0866888,2.288444375,4781.209853398048,4072444.700542,6648.345435965922
2015-12-30,DSEAT,DSEAT-001-F-11 H,106.0,001-F-11,production,OP,3224.419088,379.0606783,2790.107065,147.870127,434.3120233,4.074736875,19653.60458265765,16160034.113818,10675.438087728275
2015-12-30,DSEAT,DSEAT-001-F-14 H,108.0,001-F-14,production,OP,3837.511103,372.6793292,3442.59896,197.6199019,394.912143,1.729517708,3221.162338430514,2578061.266244,2835.6400096614466
2015-12-30,DSEAT,DSEAT-001-F-1 C,105.0,001-F-1 C,production,OP,4274.90479,373.82697,2498.6719,0.0,1776.23289,96.89867,16949.411853003938,13340424.861070,4602.898231837415
2015-12-31,DSEAT,DSEAT-001-F-11 H,106.0,001-F-11,production,OP,3226.063941,379.0559856,2792.201294,148.4529031,433.8626472,4.037396875,13966.928760100142,11540037.125786,15087.169845978853
2015-12-31,DSEAT,DSEAT-001-F-1 C,105.0,001-F-1 C,production,OP,4290.001465,373.78463,2504.067495,0.0,1785.93397,97.56863,14480.517219656856,11600285.083036,18458.83119985607
2015-12-31,DSEAT,DSEAT-001-F-12 H,107.0,001-F-12,production,OP,0.0,273.15,384.1417061,269.6161115,384.1417061,0.794910833,2110.7017820793435,1851799.180784,25341.712032689997
2015-12-31,DSEAT,DSEAT-001-F-14 H,108.0,001-F-14,production,OP,3837.162632,372.6802479,3441.863737,198.8355245,395.2988943,1.748677292,4825.020250000743,4063902.590175,7457.289158863021
2015-12-31,DSEAT,DSEAT-001-F-15 D,109.0,001-F-15 D,production,OP,3022.605375,379.6441317,2626.919666,311.822065,395.685709,1.702655208,1684.7711076990693,1621340.695807,24074.568698588693
2016-01-01,DSEAT,DSEAT-001-F-14 H,108.0,001-F-14,production,OP,3836.962039,372.6818717,3440.968613,199.8558291,395.9934261,1.799146875,3139.787377145468,2574578.197349,2865.542516626157
2016-01-01,DSEAT,DSEAT-001-F-1 C,105.0,001-F-1 C,production,OP,4305.28693,373.74455,2508.220005,0.0,1797.066925,98.35123,16495.89597016113,13120280.068730,8356.705641824474
2016-01-01,DSEAT,DSEAT-001-F-15 D,109.0,001-F-15 D,production,OP,3024.145819,379.6359581,2631.859572,305.0816313,392.2862474,1.465764375,4744.077734374841,3957958.882103,7363.659595189299
2016-01-01,DSEAT,DSEAT-001-F-11 H,106.0,001-F-11,production,OP,3227.37775,379.0515773,2793.881693,148.9988311,433.496057,4.02173625,19591.315928699234,16068199.741427,10640.729356338165
2016-01-01,DSEAT,DSEAT-001-F-12 H,107.0,001-F-12,production,OP,0.0,273.15,382.5959336,270.7208242,382.5959336,0.686739375,5761.355244523859,4557582.144956,779.1140810671692
2016-01-02,DSEAT,DSEAT-001-F-1 C,105.0,001-F-1 C,production,OP,4322.459135,373.70914,2514.177475,0.0,1808.28166,99.05404,14365.49389346448,11496115.635206,18127.341541637205
2016-01-02,DSEAT,DSEAT-001-F-11 H,106.0,001-F-11,production,OP,3233.148864,379.0460719,2797.761733,147.2783548,435.3871319,3.966249792,13709.321348573516,11369677.496356,15458.229842537445
2016-01-02,DSEAT,DSEAT-001-F-15 D,109.0,001-F-15 D,production,OP,3037.199356,379.6189848,2644.921728,285.703067,392.277629,1.397134375,3027.3617423649757,2627211.629479,10182.366723486964
2016-01-02,DSEAT,DSEAT-001-F-14 H,108.0,001-F-14,production,OP,3839.742496,372.6810092,3442.402222,197.194925,397.3402738,1.732599583,4814.785608947188,4085733.924404,7451.934060900465
2016-01-02,DSEAT,DSEAT-001-F-12 H,107.0,001-F-12,production,OP,0.0,273.15,387.4506273,267.689143,387.4506273,0.851258333,4121.924064309841,3558279.472744,6504.081671242291
2016-01-03,DSEAT,DSEAT-001-F-12 H,107.0,001-F-12,production,OP,0.0,273.15,548.4280995,246.0840781,548.4280995,2.413519704,2468.435688410095,2010651.963059,8429.56394324662
2016-01-03,DSEAT,DSEAT-001-F-11 H,106.0,001-F-11,production,OP,3390.458149,378.9154193,2807.12734,137.7901156,583.3308096,5.05514287,19681.608275184557,15724970.484497,4521.904331281224
2016-01-03,DSEAT,DSEAT-001-F-1 C,105.0,001-F-1 C,production,OP,4339.08324,373.67497,2519.317725,0.0,1819.765515,93.93757,16935.401833453303,13468267.371010,4423.507847032899
2016-01-03,DSEAT,DSEAT-001-F-14 H,108.0,001-F-14,production,OP,3942.693209,372.5438954,3404.607314,170.2031534,538.0858952,1.763802988,3964.804834816309,3043425.838523,2342.0079037350733
2016-01-03,DSEAT,DSEAT-001-F-15 D,109.0,001-F-15 D,production,OP,3098.628766,379.3524988,2595.92485,247.6056568,502.7039164,1.31271408,4599.713998769059,3969532.450664,9357.921704412092
2016-01-04,DSEAT,DSEAT-001-F-11 H,106.0,001-F-11,production,OP,3440.657368,378.8511335,2920.132253,139.978067,520.5251144,7.790187292,19992.83505594871,16081037.008244,4999.114727298577
2016-01-04,DSEAT,DSEAT-001-F-15 D,109.0,001-F-15 D,production,OP,3399.515682,378.0673379,2531.903708,62.88961939,867.6119742,9.731719347,1590.4729523043325,1359318.300557,18908.35744639502
2016-01-04,DSEAT,DSEAT-001-F-12 H,107.0,001-F-12,production,OP,0.0,273.15,488.0002731,237.2936419,488.0002731,5.662839375,3776.918200791201,3102245.461264,15465.300996622625
2016-01-04,DSEAT,DSEAT-001-F-14 H,108.0,001-F-14,production,OP,3904.391957,372.5913735,3438.238106,179.7836573,466.1538511,4.371738333,3870.8281952604334,3228464.417991,16839.907302828644
2016-01-04,DSEAT,DSEAT-001-F-1 C,105.0,001-F-1 C,production,OP,4121.895436,379.3097449,3523.112091,0.0,598.7833445,24.84099743,21404.220114440723,17373072.250744,3674.8880008523624
2016-01-05,DSEAT,DSEAT-001-F-15 D,109.0,001-F-15 D,production,OP,3682.833395,376.56694,2520.78788,29.03103,1162.045515,65.67706,4667.639438952723,3907751.770528,7075.737378208952
